,SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Sentiment,Total Amount
640,641,Drone,Electronics,2024-04-22,300.0,1.0,Middle East & Africa,CUST1092,Retail,REP008,0.0,250,Wholesale,Out of Stock,Pending Return,Do not recommend,Positive,Negative,300.0
641,642,Makeup Brush,Health & Beauty,2023-02-04,15.0,1.0,Middle East & Africa,CUST1093,Wholesale,REP003,0.05,10,Wholesale,Out of Stock,No Return,Great product,Neutral,Positive,15.0
642,643,Cookbook,Books & Media,2023-02-04,25.0,1.0,Middle East & Africa,CUST1046,Retail,REP001,0.1,20,Wholesale,Out of Stock,No Return,Great product,Positive,Positive,25.0
643,644,Summer Dress,Fashion,2023-11-17,50.0,3.0,Europe,CUST1093,Online Direct,REP002,0.0,40,Online Direct,Low Stock,Returned,Could be better,Negative,Negative,150.0
644,645,Electric Kettle,Home Appliances,2023-07-23,40.0,4.0,Europe,CUST1093,Retail,REP006,0.05,30,Online Direct,Low Stock,Pending Return,Quick shipping,Neutral,Positive,160.0
645,646,Beach Chair,Sports & Outdoors,2024-04-01,35.0,2.0,Middle East & Africa,CUST1046,Subscription,REP008,0.0,25,Wholesale,Out of Stock,Returned,I love it,Neutral,Positive,70.0
646,647,Wireless Earbuds,Electronics,2024-02-16,60.0,4.0,Europe,CUST1075,Wholesale,REP008,0.0,50,Retail,Low Stock,Pending Return,Nice experience,Positive,Negative,240.0
647,648,Shampoo & Conditioner Set,Health & Beauty,2024-04-11,25.0,5.0,Europe,CUST1073,Online Direct,REP008,0.1,15,Marketplace,In Stock,Pending Return,Very satisfied,Negative,Positive,125.0
648,649,Guide Book,Books & Media,2024-04-11,20.0,4.0,Europe,CUST1047,Retail,REP001,0.0,15,Marketplace,In Stock,Pending Return,Very satisfied,Positive,Positive,80.0
649,650,Dress Shoes,Fashion,2024-04-19,70.0,3.0,Europe,CUST1086,Online Direct,REP007,0.0,50,Retail,Out of Stock,Returned,Fast delivery,Negative,Positive,210.0
650,651,Trekking Poles,Sports & Outdoors,2024-05-27,50.0,3.0,Latin America,CUST1039,Subscription,REP007,0.05,40,Online Direct,Low Stock,Pending Return,Would buy again,Positive,Positive,150.0
651,652,Home Security Camera,Electronics,2023-10-16,100.0,5.0,Europe,CUST1022,Retail,REP001,0.05,80,Online Direct,In Stock,Pending Return,Great product,Positive,Positive,500.0
652,653,Lip Gloss,Health & Beauty,2023-01-16,12.0,5.0,Middle East & Africa,CUST1005,Wholesale,REP009,0.0,10,Online Direct,Out of Stock,No Return,Not worth the money,Neutral,Negative,60.0
653,654,Biography,Books & Media,2023-01-16,25.0,2.0,Middle East & Africa,CUST1048,Online Direct,REP006,0.0,20,Online Direct,Out of Stock,No Return,Not worth the money,Positive,Negative,50.0
654,655,Blazer,Fashion,2023-10-11,80.0,3.0,North America,CUST1096,Retail,REP010,0.0,60,Marketplace,Out of Stock,Returned,Terrible support,Negative,Negative,240.0
655,656,Slow Cooker,Home Appliances,2024-05-01,70.0,3.0,Middle East & Africa,CUST1097,Online Direct,REP003,0.1,50,Wholesale,In Stock,Returned,Satisfied with my purchase,Neutral,Positive,210.0
656,657,Snowboard,Sports & Outdoors,2023-11-07,250.0,2.0,North America,CUST1041,Wholesale,REP002,0.05,200,Online Direct,Out of Stock,Pending Return,Not recommended,Neutral,Negative,500.0
657,658,Power Strip,Electronics,2024-03-03,25.0,4.0,Europe,CUST1079,Subscription,REP001,0.0,20,Marketplace,Low Stock,Returned,Very satisfied,Positive,Positive,100.0
658,659,Facial Scrub,Health & Beauty,2023-11-04,20.0,3.0,Europe,CUST1029,Retail,REP010,0.0,15,Marketplace,In Stock,Returned,Excellent quality,Negative,Positive,60.0
659,660,Anthology,Books & Media,2023-11-04,20.0,3.0,Europe,CUST1049,Online Direct,REP008,0.0,15,Marketplace,In Stock,Returned,Excellent quality,Positive,Positive,60.0
660,661,Satchel Bag,Fashion,2024-07-21,50.0,2.0,Europe,CUST1095,Retail,REP008,0.1,40,Online Direct,In Stock,Returned,I love it,Negative,Positive,100.0
661,662,Art Print,Home Décor,2024-02-28,40.0,1.0,Europe,CUST1057,Wholesale,REP005,0.0,30,Marketplace,Out of Stock,Returned,Would buy again,Positive,Positive,40.0
662,663,Crossfit Gear,Sports & Outdoors,2023-03-17,130.0,1.0,Asia Pacific,CUST1050,Online Direct,REP009,0.0,100,Marketplace,Out of Stock,Pending Return,Too expensive,Positive,Negative,130.0
663,664,AirPods,Electronics,2024-08-21,200.0,4.0,Latin America,CUST1015,Retail,REP001,0.0,150,Online Direct,Out of Stock,Pending Return,Not worth the money,Neutral,Negative,800.0
664,665,Facial Cleanser,Health & Beauty,2023-08-07,30.0,3.0,Europe,CUST1019,Wholesale,REP002,0.0,20,Wholesale,Low Stock,Returned,Could be better,Positive,Negative,90.0
665,666,Adventure Novel,Books & Media,2023-08-07,20.0,4.0,Europe,CUST1050,Online Direct,REP010,0.05,15,Wholesale,Low Stock,Returned,Could be better,Negative,Negative,80.0
666,667,Polo Shirt,Fashion,2023-03-12,35.0,3.0,Latin America,CUST1007,Retail,REP006,0.0,25,Online Direct,Out of Stock,Returned,Would buy again,Neutral,Positive,105.0
667,668,Kayak,Sports & Outdoors,2023-07-13,350.0,2.0,Middle East & Africa,CUST1087,Online Direct,REP007,0.0,300,Online Direct,Low Stock,Pending Return,Quick shipping,Neutral,Positive,700.0
668,669,USB Hub,Electronics,2023-09-23,20.0,5.0,Europe,CUST1039,Wholesale,REP004,0.0,15,Online Direct,Out of Stock,Returned,Excellent quality,Positive,Positive,100.0
669,670,Hair Oil,Health & Beauty,2024-01-23,20.0,5.0,Europe,CUST1030,Retail,REP008,0.0,15,Wholesale,Out of Stock,No Return,Fast delivery,Negative,Positive,100.0
670,671,Children’s Storybook,Books & Media,2024-01-23,15.0,2.0,Europe,CUST1051,Subscription,REP010,0.0,10,Wholesale,Out of Stock,No Return,Fast delivery,Positive,Positive,30.0
671,672,Long Sleeve Shirt,Fashion,2023-06-17,40.0,1.0,Middle East & Africa,CUST1064,Online Direct,REP006,0.0,30,Wholesale,Low Stock,No Return,Not recommended,Negative,Negative,40.0
672,673,Backpack,Sports & Outdoors,2023-09-11,35.0,2.0,Latin America,CUST1024,Retail,REP004,0.0,25,Marketplace,Low Stock,Returned,Satisfied with my purchase,Positive,Positive,70.0
673,674,Phone Case,Electronics,2024-05-17,20.0,2.0,Asia Pacific,CUST1067,Wholesale,REP008,0.1,15,Retail,In Stock,No Return,Could be better,Positive,Negative,40.0
674,675,Body Scrub,Health & Beauty,2024-04-06,15.0,5.0,Asia Pacific,CUST1061,Online Direct,REP005,0.0,10,Marketplace,Low Stock,Returned,Terrible support,Neutral,Negative,75.0
675,676,Classic Literature,Books & Media,2024-04-06,20.0,4.0,Asia Pacific,CUST1052,Retail,REP001,0.0,15,Marketplace,Low Stock,Returned,Terrible support,Positive,Negative,80.0
676,677,Trench Coat,Fashion,2023-12-04,100.0,5.0,North America,CUST1021,Subscription,REP001,0.05,70,Online Direct,Out of Stock,No Return,Too expensive,Negative,Negative,500.0
677,678,Golf Bag,Sports & Outdoors,2024-06-05,90.0,5.0,North America,CUST1085,Wholesale,REP006,0.0,70,Wholesale,Out of Stock,Pending Return,Poor packaging,Neutral,Negative,450.0
678,679,Memory Card,Electronics,2023-10-25,40.0,3.0,Latin America,CUST1057,Online Direct,REP007,0.0,30,Online Direct,Out of Stock,Pending Return,Fast delivery,Neutral,Positive,120.0
679,680,Makeup Remover,Health & Beauty,2023-03-12,15.0,1.0,Asia Pacific,CUST1014,Retail,REP007,0.0,10,Retail,In Stock,Pending Return,I love it,Positive,Positive,15.0
680,681,Literary Fiction,Books & Media,2023-03-12,25.0,3.0,Asia Pacific,CUST1053,Subscription,REP002,0.1,20,Retail,In Stock,Pending Return,I love it,Negative,Positive,75.0
681,682,Summer Hat,Fashion,2024-05-26,25.0,4.0,Latin America,CUST1004,Retail,REP003,0.05,20,Online Direct,Out of Stock,Pending Return,Quick shipping,Positive,Positive,100.0
682,683,Clock,Home Décor,2023-03-11,40.0,2.0,Middle East & Africa,CUST1052,Wholesale,REP010,0.1,30,Marketplace,Out of Stock,Pending Return,Not recommended,Negative,Negative,80.0
683,684,Tent,Sports & Outdoors,2023-06-20,150.0,5.0,Asia Pacific,CUST1071,Online Direct,REP003,0.0,100,Retail,Out of Stock,Pending Return,Exceeds expectations,Positive,Positive,750.0
684,685,Laptop Bag,Electronics,2023-05-28,40.0,1.0,North America,CUST1032,Subscription,REP001,0.0,30,Wholesale,Low Stock,Returned,Terrible support,Positive,Negative,40.0
685,686,Hair Straightener,Health & Beauty,2024-07-11,40.0,1.0,Asia Pacific,CUST1080,Retail,REP003,0.05,30,Marketplace,Out of Stock,Returned,Would buy again,Neutral,Positive,40.0
686,687,Romance Novel,Books & Media,2024-07-11,25.0,4.0,Asia Pacific,CUST1054,Wholesale,REP009,0.1,20,Marketplace,Out of Stock,Returned,Would buy again,Positive,Positive,100.0
687,688,Sweater Dress,Fashion,2024-08-25,70.0,1.0,Asia Pacific,CUST1082,Online Direct,REP005,0.0,50,Wholesale,Out of Stock,Pending Return,Satisfied with my purchase,Negative,Positive,70.0
688,689,Food Processor,Home Appliances,2024-07-09,120.0,5.0,Latin America,CUST1086,Retail,REP003,0.0,100,Wholesale,Out of Stock,Returned,Poor packaging,Neutral,Negative,600.0
689,690,Snowshoes,Sports & Outdoors,2023-01-26,90.0,2.0,Asia Pacific,CUST1070,Wholesale,REP002,0.0,70,Retail,Out of Stock,Pending Return,Damaged on arrival,Neutral,Negative,180.0
690,691,Webcam,Electronics,2023-10-20,40.0,3.0,Asia Pacific,CUST1075,Online Direct,REP009,0.05,30,Marketplace,Low Stock,Pending Return,I love it,Positive,Positive,120.0
691,692,Hand Cream,Health & Beauty,2023-03-15,15.0,1.0,Asia Pacific,CUST1071,Subscription,REP010,0.0,10,Wholesale,In Stock,Pending Return,Not recommended,Negative,Negative,15.0
692,693,Sci-Fi Novel,Books & Media,2023-03-15,20.0,5.0,Asia Pacific,CUST1055,Retail,REP009,0.0,15,Wholesale,In Stock,Pending Return,Not recommended,Positive,Negative,100.0
693,694,Sunglasses,Fashion,2024-07-27,40.0,5.0,Europe,CUST1056,Wholesale,REP005,0.0,30,Retail,Low Stock,Returned,Poor packaging,Negative,Negative,200.0
694,695,Crossfit Equipment,Sports & Outdoors,2023-04-18,200.0,1.0,North America,CUST1042,Online Direct,REP003,0.05,150,Marketplace,In Stock,Returned,Good value for money,Positive,Positive,200.0
695,696,Phone Charger,Electronics,2023-11-29,15.0,5.0,Middle East & Africa,CUST1015,Retail,REP004,0.0,10,Wholesale,Low Stock,Returned,Would buy again,Positive,Positive,75.0
696,697,Hair Mask,Health & Beauty,2024-02-19,15.0,1.0,Europe,CUST1076,Subscription,REP003,0.0,10,Retail,Low Stock,Pending Return,Too expensive,Neutral,Negative,15.0
697,698,Thriller Novel,Books & Media,2024-02-19,20.0,1.0,Europe,CUST1056,Wholesale,REP010,0.1,15,Retail,Low Stock,Pending Return,Too expensive,Positive,Negative,20.0
698,699,Denim Jacket,Fashion,2023-08-30,70.0,4.0,North America,CUST1054,Online Direct,REP005,0.05,50,Wholesale,Low Stock,Returned,Exceeds expectations,Negative,Positive,280.0
699,700,Throw Pillow,Home Décor,2024-03-25,25.0,3.0,Middle East & Africa,CUST1024,Retail,REP010,0.0,20,Online Direct,In Stock,Returned,Too expensive,Neutral,Negative,75.0
700,701,Snowboard,Sports & Outdoors,2024-03-22,250.0,2.0,Latin America,CUST1001,Subscription,REP009,0.05,200,Marketplace,Low Stock,Returned,Will shop again,Neutral,Positive,500.0
701,702,Portable Battery Pack,Electronics,2023-08-24,30.0,4.0,Asia Pacific,CUST1051,Wholesale,REP003,0.1,25,Wholesale,Out of Stock,No Return,Not recommended,Positive,Negative,120.0
702,703,Facial Cleanser,Health & Beauty,2023-03-27,30.0,2.0,Asia Pacific,CUST1069,Online Direct,REP005,0.05,20,Marketplace,Low Stock,Returned,Quick shipping,Negative,Positive,60.0
703,704,Cookery Book,Books & Media,2023-03-27,30.0,4.0,Asia Pacific,CUST1057,Retail,REP002,0.0,20,Marketplace,Low Stock,Returned,Quick shipping,Positive,Positive,120.0
704,705,Cashmere Sweater,Fashion,2024-02-04,100.0,5.0,North America,CUST1059,Online Direct,REP001,0.05,80,Retail,Low Stock,Pending Return,Damaged on arrival,Negative,Negative,500.0
705,706,Fitness Band,Sports & Outdoors,2024-08-15,35.0,4.0,Europe,CUST1010,Subscription,REP006,0.0,25,Online Direct,Out of Stock,Returned,Delays in delivery,Positive,Negative,140.0
706,707,HDMI Cable,Electronics,2023-08-02,20.0,3.0,Europe,CUST1037,Wholesale,REP005,0.1,15,Retail,Low Stock,Returned,Too expensive,Positive,Negative,60.0
707,708,Body Lotion,Health & Beauty,2024-01-26,20.0,5.0,Middle East & Africa,CUST1076,Online Direct,REP004,0.0,15,Online Direct,In Stock,Pending Return,Satisfied with my purchase,Neutral,Positive,100.0
708,709,Historical Fiction,Books & Media,2024-01-26,25.0,3.0,Middle East & Africa,CUST1058,Retail,REP009,0.05,20,Online Direct,In Stock,Pending Return,Satisfied with my purchase,Positive,Positive,75.0
709,710,Rain Jacket,Fashion,2023-08-30,70.0,3.0,Middle East & Africa,CUST1018,Wholesale,REP009,0.0,50,Wholesale,In Stock,Pending Return,Good value for money,Negative,Positive,210.0
710,711,Climbing Harness,Sports & Outdoors,2023-03-25,80.0,3.0,Latin America,CUST1099,Online Direct,REP010,0.05,60,Retail,Out of Stock,Pending Return,Not as described,Neutral,Negative,240.0
711,712,Digital Photo Frame,Electronics,2024-02-13,70.0,1.0,Europe,CUST1015,Retail,REP005,0.0,50,Online Direct,Low Stock,No Return,Quick shipping,Neutral,Positive,70.0
712,713,Facial Serum,Health & Beauty,2023-07-08,30.0,2.0,Middle East & Africa,CUST1009,Wholesale,REP007,0.0,20,Wholesale,Low Stock,Returned,Poor packaging,Positive,Negative,60.0
713,714,Anthology,Books & Media,2023-07-08,20.0,2.0,Middle East & Africa,CUST1059,Retail,REP005,0.0,15,Wholesale,Low Stock,Returned,Poor packaging,Negative,Negative,40.0
714,715,Knit Hat,Fashion,2023-11-28,20.0,4.0,Europe,CUST1031,Online Direct,REP006,0.05,15,Wholesale,In Stock,Pending Return,Will shop again,Positive,Positive,80.0
715,716,Trail Running Shoes,Sports & Outdoors,2023-02-14,50.0,1.0,Latin America,CUST1039,Retail,REP001,0.0,40,Online Direct,Out of Stock,Returned,Perfect fit,Negative,Positive,50.0
716,717,Wireless Earbuds,Electronics,2023-09-25,80.0,2.0,Latin America,CUST1011,Wholesale,REP009,0.0,60,Wholesale,In Stock,No Return,Satisfied with my purchase,Positive,Positive,160.0
717,718,Lip Balm,Health & Beauty,2023-03-19,7.0,1.0,Latin America,CUST1036,Online Direct,REP002,0.0,5,Retail,Out of Stock,Pending Return,Exceeds expectations,Positive,Positive,7.0
718,719,Classic Literature,Books & Media,2023-03-19,20.0,5.0,Latin America,CUST1060,Retail,REP009,0.05,15,Retail,Out of Stock,Pending Return,Exceeds expectations,Neutral,Positive,100.0
719,720,Jumpsuit,Fashion,2023-06-20,70.0,4.0,Middle East & Africa,CUST1031,Wholesale,REP001,0.05,50,Marketplace,In Stock,Pending Return,Delays in delivery,Positive,Negative,280.0
720,721,Wall Art,Home Décor,2023-01-16,40.0,5.0,Asia Pacific,CUST1084,Online Direct,REP005,0.0,30,Wholesale,Low Stock,Returned,Quick shipping,Negative,Positive,200.0
721,722,Treadmill,Sports & Outdoors,2024-06-27,400.0,1.0,North America,CUST1038,Retail,REP010,0.05,300,Retail,Low Stock,No Return,Color not as shown,Neutral,Negative,400.0
722,723,Bluetooth Speaker,Electronics,2023-06-03,70.0,2.0,Europe,CUST1060,Wholesale,REP004,0.0,50,Online Direct,In Stock,No Return,Poor packaging,Neutral,Negative,140.0
723,724,Bathrobe,Health & Beauty,2023-03-11,50.0,2.0,North America,CUST1011,Online Direct,REP002,0.0,40,Online Direct,Low Stock,Returned,Damaged on arrival,Positive,Negative,100.0
724,725,Science Fiction,Books & Media,2023-03-11,30.0,4.0,North America,CUST1061,Subscription,REP004,0.1,20,Online Direct,Low Stock,Returned,Damaged on arrival,Negative,Negative,120.0
725,726,Denim Jacket,Fashion,2024-08-08,80.0,3.0,North America,CUST1062,Retail,REP008,0.0,60,Retail,In Stock,Pending Return,Not as described,Positive,Negative,240.0
726,727,Ski Boots,Sports & Outdoors,2023-06-01,130.0,5.0,North America,CUST1039,Online Direct,REP001,0.0,100,Marketplace,In Stock,No Return,Missing accessories,Negative,Negative,650.0
727,728,Power Bank,Electronics,2024-02-15,30.0,4.0,Middle East & Africa,CUST1032,Wholesale,REP004,0.0,20,Marketplace,In Stock,Returned,Exceeds expectations,Positive,Positive,120.0
728,729,Shampoo,Health & Beauty,2023-01-31,15.0,4.0,Latin America,CUST1074,Retail,REP005,0.05,10,Wholesale,Low Stock,Returned,Good value for money,Positive,Positive,60.0
729,730,Graphic Novel,Books & Media,2023-01-31,20.0,2.0,Latin America,CUST1062,Online Direct,REP006,0.0,12,Wholesale,Low Stock,Returned,Good value for money,Neutral,Positive,40.0
730,731,Cardigan,Fashion,2023-10-07,40.0,5.0,Europe,CUST1100,Retail,REP004,0.0,30,Wholesale,Low Stock,Returned,Perfect fit,Positive,Positive,200.0
731,732,Table Lamp,Home Décor,2023-06-09,35.0,2.0,North America,CUST1054,Wholesale,REP006,0.05,25,Retail,Out of Stock,No Return,Satisfied with my purchase,Negative,Positive,70.0
732,733,Hiking Boots,Sports & Outdoors,2024-01-12,90.0,4.0,Asia Pacific,CUST1028,Online Direct,REP002,0.0,70,Marketplace,Out of Stock,Returned,Item as described,Neutral,Positive,360.0
733,734,Smartwatch,Electronics,2024-04-16,100.0,1.0,Middle East & Africa,CUST1089,Retail,REP007,0.0,70,Wholesale,Low Stock,No Return,Damaged on arrival,Neutral,Negative,100.0
734,735,Face Moisturizer,Health & Beauty,2023-09-28,30.0,5.0,Middle East & Africa,CUST1010,Wholesale,REP010,0.1,25,Marketplace,In Stock,No Return,Will shop again,Positive,Positive,150.0
735,736,Self-Help Book,Books & Media,2023-09-28,25.0,5.0,Middle East & Africa,CUST1063,Retail,REP010,0.0,18,Marketplace,In Stock,No Return,Will shop again,Negative,Positive,125.0
736,737,Wool Scarf,Fashion,2024-07-16,40.0,2.0,Asia Pacific,CUST1032,Wholesale,REP003,0.1,30,Retail,Out of Stock,No Return,Color not as shown,Positive,Negative,80.0
737,738,Rug,Home Décor,2024-07-27,100.0,4.0,Asia Pacific,CUST1089,Online Direct,REP003,0.05,80,Wholesale,Out of Stock,No Return,Poor packaging,Negative,Negative,400.0
738,739,Snowshoes,Sports & Outdoors,2023-10-08,90.0,3.0,Latin America,CUST1017,Retail,REP001,0.05,70,Wholesale,Low Stock,No Return,Arrived late,Positive,Negative,270.0
739,740,External Hard Drive,Electronics,2024-07-22,80.0,2.0,Latin America,CUST1088,Wholesale,REP003,0.0,60,Wholesale,In Stock,Pending Return,Good value for money,Positive,Positive,160.0
740,741,Hand Cream,Health & Beauty,2023-12-25,15.0,4.0,Latin America,CUST1004,Online Direct,REP008,0.0,10,Wholesale,Low Stock,Pending Return,Delays in delivery,Neutral,Negative,60.0
741,742,Anthology,Books & Media,2023-12-25,20.0,1.0,Latin America,CUST1064,Retail,REP006,0.05,15,Wholesale,Low Stock,Pending Return,Delays in delivery,Positive,Negative,20.0
742,743,Leather Gloves,Fashion,2023-09-23,50.0,3.0,Latin America,CUST1056,Wholesale,REP009,0.05,40,Online Direct,In Stock,No Return,Missing accessories,Negative,Negative,150.0
743,744,Camping Tent,Sports & Outdoors,2024-07-05,150.0,4.0,Latin America,CUST1044,Online Direct,REP005,0.0,100,Wholesale,Out of Stock,Pending Return,Fantastic experience,Neutral,Positive,600.0
744,745,Wireless Earbuds,Electronics,2023-05-07,70.0,2.0,Middle East & Africa,CUST1078,Retail,REP005,0.1,50,Retail,In Stock,Pending Return,Will shop again,Neutral,Positive,140.0
745,746,Hand Cream,Health & Beauty,2024-03-02,15.0,5.0,Europe,CUST1074,Wholesale,REP003,0.0,10,Retail,Out of Stock,Pending Return,Not as described,Positive,Negative,75.0
746,747,Fiction Novel,Books & Media,2024-03-02,20.0,3.0,Europe,CUST1065,Retail,REP008,0.1,15,Retail,Out of Stock,Pending Return,Not as described,Negative,Negative,60.0
747,748,Silk Scarf,Fashion,2023-12-26,35.0,2.0,North America,CUST1009,Online Direct,REP006,0.0,25,Wholesale,Low Stock,Pending Return,Item as described,Positive,Positive,70.0
748,749,Fishing Rod,Sports & Outdoors,2024-03-11,40.0,1.0,Asia Pacific,CUST1008,Retail,REP009,0.0,30,Marketplace,Low Stock,Pending Return,Will return,Negative,Negative,40.0
749,750,Digital Camera,Electronics,2023-07-10,250.0,1.0,Latin America,CUST1084,Wholesale,REP006,0.05,200,Retail,Low Stock,No Return,Delays in delivery,Positive,Negative,250.0
750,751,Facial Cleanser,Health & Beauty,2024-04-04,30.0,4.0,Latin America,CUST1046,Online Direct,REP005,0.05,20,Wholesale,Low Stock,No Return,Perfect fit,Positive,Positive,120.0
751,752,Non-Fiction Book,Books & Media,2024-04-04,20.0,5.0,Latin America,CUST1066,Retail,REP010,0.05,15,Wholesale,Low Stock,No Return,Perfect fit,Neutral,Positive,100.0
752,753,Cardigan,Fashion,2023-01-27,40.0,1.0,Latin America,CUST1080,Wholesale,REP002,0.0,30,Online Direct,In Stock,Returned,Arrived late,Positive,Negative,40.0
753,754,Tent,Sports & Outdoors,2023-10-15,130.0,3.0,Europe,CUST1020,Online Direct,REP005,0.0,100,Retail,Low Stock,Returned,Won't buy again,Negative,Negative,390.0
754,755,Smartwatch,Electronics,2024-04-27,100.0,3.0,Europe,CUST1060,Retail,REP005,0.05,70,Retail,Out of Stock,Pending Return,Not as described,Neutral,Negative,300.0
755,756,Hairbrush,Health & Beauty,2023-05-01,10.0,4.0,North America,CUST1016,Wholesale,REP006,0.0,8,Retail,Low Stock,Pending Return,Color not as shown,Neutral,Negative,40.0
756,757,True Crime Book,Books & Media,2023-05-01,20.0,2.0,North America,CUST1067,Online Direct,REP008,0.1,15,Retail,Low Stock,Pending Return,Color not as shown,Positive,Negative,40.0
757,758,Blazer,Fashion,2024-01-12,80.0,2.0,North America,CUST1006,Retail,REP004,0.0,60,Online Direct,Out of Stock,No Return,Fantastic experience,Negative,Positive,160.0
758,759,Hiking Backpack,Sports & Outdoors,2023-05-19,90.0,4.0,Asia Pacific,CUST1061,Wholesale,REP007,0.0,70,Online Direct,Low Stock,Returned,Returning this item,Positive,Negative,360.0
759,760,External Hard Drive,Electronics,2023-01-29,80.0,4.0,Asia Pacific,CUST1061,Online Direct,REP003,0.1,60,Marketplace,Out of Stock,No Return,Perfect fit,Negative,Positive,320.0
760,761,Eye Cream,Health & Beauty,2024-01-19,20.0,4.0,Middle East & Africa,CUST1076,Retail,REP005,0.05,15,Retail,In Stock,Returned,Missing accessories,Positive,Negative,80.0
761,762,Graphic Novel,Books & Media,2024-01-19,18.0,3.0,Middle East & Africa,CUST1068,Wholesale,REP004,0.0,12,Retail,In Stock,Returned,Missing accessories,Positive,Negative,54.0
762,763,Long Sleeve Dress,Fashion,2023-09-19,70.0,2.0,Europe,CUST1065,Online Direct,REP007,0.0,50,Wholesale,Out of Stock,No Return,Will return,Neutral,Negative,140.0
763,764,Camping Lantern,Sports & Outdoors,2023-10-05,35.0,2.0,Europe,CUST1093,Retail,REP004,0.0,25,Retail,In Stock,Pending Return,Top notch,Positive,Positive,70.0
764,765,Wireless Earbuds,Electronics,2024-05-01,70.0,1.0,Europe,CUST1049,Wholesale,REP007,0.0,50,Retail,In Stock,Pending Return,Color not as shown,Negative,Negative,70.0
765,766,Shampoo,Health & Beauty,2023-09-09,15.0,4.0,North America,CUST1068,Online Direct,REP009,0.0,10,Retail,In Stock,Pending Return,Item as described,Neutral,Positive,60.0
766,767,Literary Fiction,Books & Media,2023-09-09,25.0,3.0,North America,CUST1069,Retail,REP009,0.0,20,Retail,In Stock,Pending Return,Item as described,Neutral,Positive,75.0
767,768,Jumpsuit,Fashion,2023-10-18,70.0,4.0,North America,CUST1085,Wholesale,REP004,0.1,50,Retail,Out of Stock,Returned,Won't buy again,Positive,Negative,280.0
768,769,Throw Pillow,Home Décor,2023-08-13,25.0,2.0,Latin America,CUST1042,Online Direct,REP006,0.05,20,Retail,In Stock,Pending Return,Exceeds expectations,Negative,Positive,50.0
769,770,Baseball Glove,Sports & Outdoors,2024-08-28,30.0,4.0,Latin America,CUST1004,Retail,REP008,0.0,25,Online Direct,In Stock,No Return,Mislabelled,Positive,Negative,120.0
770,771,Action Camera,Electronics,2023-07-10,250.0,3.0,Latin America,CUST1049,Wholesale,REP004,0.0,200,Marketplace,Low Stock,No Return,Missing accessories,Negative,Negative,750.0
771,772,Facial Serum,Health & Beauty,2023-11-16,30.0,4.0,Europe,CUST1056,Online Direct,REP001,0.05,20,Marketplace,In Stock,Returned,Arrived late,Positive,Negative,120.0
772,773,Romance Novel,Books & Media,2023-11-16,25.0,3.0,Europe,CUST1070,Retail,REP005,0.0,20,Marketplace,In Stock,Returned,Arrived late,Positive,Negative,75.0
773,774,Silk Scarf,Fashion,2023-12-21,35.0,4.0,Asia Pacific,CUST1042,Wholesale,REP006,0.05,25,Wholesale,Out of Stock,Pending Return,Returning this item,Neutral,Negative,140.0
774,775,Crossfit Gear,Sports & Outdoors,2023-05-27,130.0,4.0,North America,CUST1083,Online Direct,REP006,0.05,100,Online Direct,Out of Stock,No Return,Very fast service,Positive,Positive,520.0
775,776,Bluetooth Earbuds,Electronics,2023-04-25,40.0,3.0,Latin America,CUST1089,Retail,REP001,0.0,30,Online Direct,Low Stock,Returned,Item as described,Negative,Positive,120.0
776,777,Body Lotion,Health & Beauty,2023-01-01,20.0,4.0,Europe,CUST1028,Wholesale,REP008,0.0,15,Marketplace,In Stock,Pending Return,Fantastic experience,Neutral,Positive,80.0
777,778,Travel Journal,Books & Media,2023-01-01,20.0,3.0,Europe,CUST1071,Online Direct,REP004,0.0,15,Marketplace,In Stock,Pending Return,Fantastic experience,Neutral,Positive,60.0
778,779,Long Sleeve Shirt,Fashion,2024-07-07,40.0,4.0,North America,CUST1015,Retail,REP010,0.05,30,Marketplace,In Stock,Returned,Top notch,Positive,Positive,160.0
779,780,Climbing Rope,Sports & Outdoors,2023-06-04,70.0,3.0,North America,CUST1038,Wholesale,REP002,0.0,50,Retail,In Stock,Returned,Do not recommend,Negative,Negative,210.0
780,781,GPS Device,Electronics,2023-09-12,130.0,1.0,Latin America,CUST1027,Retail,REP005,0.0,100,Marketplace,Out of Stock,No Return,Arrived late,Positive,Negative,130.0
781,782,Shaving Kit,Health & Beauty,2024-01-18,20.0,5.0,Latin America,CUST1092,Online Direct,REP010,0.0,15,Marketplace,Out of Stock,Pending Return,Will return,Negative,Negative,100.0
782,783,Fantasy Novel,Books & Media,2024-01-18,25.0,5.0,Latin America,CUST1072,Retail,REP008,0.05,20,Marketplace,Out of Stock,Pending Return,Will return,Positive,Negative,125.0
783,784,Wool Scarf,Fashion,2023-02-27,40.0,5.0,Europe,CUST1021,Wholesale,REP006,0.05,30,Wholesale,In Stock,Returned,Mislabelled,Positive,Negative,200.0
784,785,Hiking Boots,Sports & Outdoors,2024-07-10,90.0,3.0,North America,CUST1052,Online Direct,REP006,0.0,70,Wholesale,Out of Stock,Returned,Nice experience,Neutral,Negative,270.0
